Topic,Count,Name,Representation,Representative_Docs,Data_Source
77,20,77_很多情况下_一旦怀孕_身体_家暴,"['很多情况下', '一旦怀孕', '身体', '家暴', '咋说呢', '离婚', '另外', '', '', '']","['姑娘你做得好！我现在的老公在恋爱的时候也很想做，但我也跟你一样的想法，其实当他提出你又产生一丝丝犹豫的时候，你要相信自己的犹豫，那是潜意识在告诉你“还没到那个时候”。如果一个男人真的爱你，他真的会认真考虑你的想法，以你的想法为先的，我老公当时就一直忍，他说没什么的，我不愿意就不做，以后结婚的话始终能做的。于是他现在成了我的老公。一个男人如果连恋爱期间都没办法尊重你的想法，以后总有我们怀孕、无法做的时候，那个时候他能不能忍？这是很关键的。我身体不太好，一旦怀孕，就是彻底不能做的那种情况，然后我们这边习俗是生完孩子之后过了100天，才可以做，我现在已经二胎了，所以我老公加起来是忍了三年，我事后也问过他，他很理所当然：医生不是说不能做嘛/习俗不是要等100天嘛。他就是觉得特殊情况下不能做是很正常的一件事，从来不会觉得有什么委屈或者怨气。我觉得我们每个人都是需要这样一个男人，才能跟你扛住人生中的所有喜怒哀乐。', '草率结婚，草率离婚。收获教训，失去青春。世上许多的难题，都是自己给自己出的。很多情况下，但凡当初谨慎一些，后来也不会面临那么困难的抉择。', '我可以假定，夫妻算一种“宽泛的交易”，在一般情况下这个交易，双方付出越多就会得到更多去创造更多包括精神，身体，财产等。 在交易中，有信息不对称，一方的信息的较不透明，可能有利于这一方，也可以有利于交易。但不一定有利于另一方，另一方如果知道后，可能存在不信任，就可能进行一些措施，停止交易（离婚），要求赔偿来维持交易（可能要求对象做一些保证的事），也可能出现违法报复（家暴）。 在拉到这个问题来，女方不说也要承担被男方知道后，所可能发生的事。那么不说不一定比说好。所以就要就情况而言，最好的结果是女方说出，男方不在意。但男方一般在意，所以不说算一种折中，承担风险，但也可以得到好的结果。']",replies
78,20,78_这女的可能就是不想他如愿以偿 她可能想不开 要两个人都不好过_这女的可能就是不想他如愿以偿 她可能想不开_一离婚 男的不就跟小三在一起了吗_一离婚,"['这女的可能就是不想他如愿以偿 她可能想不开 要两个人都不好过', '这女的可能就是不想他如愿以偿 她可能想不开', '一离婚 男的不就跟小三在一起了吗', '一离婚', '一离婚 男的不就跟小三在一起了吗 这女的可能就是不想他如愿以偿', '这女的可能就是不想他如愿以偿', '男的不就跟小三在一起了吗 这女的可能就是不想他如愿以偿 她可能想不开', '她可能想不开', '要两个人都不好过', '她可能想不开 要两个人都不好过']","['一离婚，男的不就跟小三在一起了吗？这女的可能就是不想他如愿以偿。她可能想不开，要两个人都不好过。', '一离婚，男的不就跟小三在一起了吗？这女的可能就是不想他如愿以偿。她可能想不开，要两个人都不好过。', '一离婚，男的不就跟小三在一起了吗？这女的可能就是不想他如愿以偿。她可能想不开，要两个人都不好过。']",replies
79,20,79_男权社会_当然__,"['男权社会', '当然', '', '', '', '', '', '', '', '']","['就你这样的就是韩国女性不想生男孩的原因', '国内考虑妇女权益更多的 而且这也符合优生优育 一个母亲都不想要的孩子出生了之后 有更大概率得不到好的教育 对社会治安也不利 当然 现在国内生育率挺低的 不知道以后国内是不是也会效仿国外 导致本就失衡的性别比例雪上加霜', '但凡知道韩国现在是什么样子，都能明白，男权社会，n号房里一个几岁的小男孩都会偷拍自己的母亲洗澡，并且n号房里，几乎10个男人里就有7个看过n号房，就这样，女性还想生男性就有鬼了，并且说句难听话，中国再发展个几十年，估计会和韩国一样，如果中国依旧不改变的话']",replies
80,20,80_想不想生_这个词_抱歉_,"['想不想生', '这个词', '抱歉', '', '', '', '', '', '', '']","['知道你挺要面子，道德是人对人，产妇对身体的控制，不在你能开口的范围内。 如果你还是个男性，那就太可怕了。 生育权完整属于女性个人，无人可以指手画脚，她当然需要保护肚子，但她不保护你不能说她不道德。 抱歉，对此物，你一生都不会有发言权。', '我真的很不喜欢“非蠢即坏”这个词，但是我是真的不能理解你们以歪曲科学、人伦的方式解读胎儿到底是怎样的一种心态，我充分尊重每一位女性的自主生育权，你们尊重选择生育的女性了吗？最起码，你尊重自己尊重你妈妈吗？', '不带不同意，不同意算强。 想不想生，什么时候生，怀了打不打都是女人一个人做决定的，其他人怎么样都只能算建议。强行还违法，这种前提下就别说别人弄死了奥']",replies
81,19,81_你不想生 哪来的孩子_哪来的孩子_你不想生_你不想生 哪来的孩子 你不想生,"['你不想生 哪来的孩子', '哪来的孩子', '你不想生', '你不想生 哪来的孩子 你不想生', '哪来的孩子 你不想生 哪来的孩子', '哪来的孩子 你不想生', '想生孩子', '', '', '']","['你不想生 哪来的孩子', '你不想生 哪来的孩子', '你不想生 哪来的孩子']",replies
82,19,82_最后离婚的是真的多_都找会浪漫的_过年过节红包来回发会主动送秋天第一杯奶茶的 然后分了 然后找老师人接盘_过年过节红包来回发会主动送秋天第一杯奶茶的 然后分了,"['最后离婚的是真的多', '都找会浪漫的', '过年过节红包来回发会主动送秋天第一杯奶茶的 然后分了 然后找老师人接盘', '过年过节红包来回发会主动送秋天第一杯奶茶的 然后分了', '过年过节红包来回发会主动送秋天第一杯奶茶的', '被坑了总不能连句话都不让说吧', '生育功能受损 最后离婚的是真的多 光我见过的就两三起', '生育功能受损 最后离婚的是真的多', '甚至记不住各种纪念日 就是想像上一辈一样找个伴好好过日子的 多的是', '甚至记不住各种纪念日 就是想像上一辈一样找个伴好好过日子的']","['别地图炮行么..对自己有自知之明的可太多了 不会浪漫什么的 甚至记不住各种纪念日 就是想像上一辈一样找个伴好好过日子的 多的是。 可这种的根本没人睬的 都找会浪漫的 过年过节红包来回发会主动送秋天第一杯奶茶的。然后分了 然后找老师人接盘 然后由于之前堕胎人流 生育功能受损 最后离婚的是真的多。 光我见过的就两三起。被坑了总不能连句话都不让说吧', '别地图炮行么..对自己有自知之明的可太多了 不会浪漫什么的 甚至记不住各种纪念日 就是想像上一辈一样找个伴好好过日子的 多的是。 可这种的根本没人睬的 都找会浪漫的 过年过节红包来回发会主动送秋天第一杯奶茶的。然后分了 然后找老师人接盘 然后由于之前堕胎人流 生育功能受损 最后离婚的是真的多。 光我见过的就两三起。被坑了总不能连句话都不让说吧', '别地图炮行么..对自己有自知之明的可太多了 不会浪漫什么的 甚至记不住各种纪念日 就是想像上一辈一样找个伴好好过日子的 多的是。 可这种的根本没人睬的 都找会浪漫的 过年过节红包来回发会主动送秋天第一杯奶茶的。然后分了 然后找老师人接盘 然后由于之前堕胎人流 生育功能受损 最后离婚的是真的多。 光我见过的就两三起。被坑了总不能连句话都不让说吧']",replies
83,19,83_甚至要牺牲自己的职业规划去挣快钱 包括后续的隐形职场歧视 这都会转化成丈夫的养家压力_一餐饭她要吐几次_怀孕那时正好她老公还派到香港_一餐饭她要吐几次 后来 她的宝宝超级健康,"['甚至要牺牲自己的职业规划去挣快钱 包括后续的隐形职场歧视 这都会转化成丈夫的养家压力', '一餐饭她要吐几次', '怀孕那时正好她老公还派到香港', '一餐饭她要吐几次 后来 她的宝宝超级健康', '一餐饭她要吐几次 后来', '然而现实中大多数人恐育不是因为性别对立 反而是替丈夫考虑 如果女方怀孕', '没叫父母过来照顾 一个人撑着', '没叫父母过来照顾 一个人撑着 她跟我说她就是坚持吐了又逼自己继续吃', '没叫父母过来照顾', '打车司机可能 可能要考虑买车 结果就是丈夫不堪重负']","['然而现实中大多数人恐育不是因为性别对立，反而是替丈夫考虑。如果女方怀孕，少了她的分红和提成，就还不起房贷赡养不起父母了，而且因为怀孕后期挤不了公交，打车司机可能，可能要考虑买车。结果就是丈夫不堪重负，甚至要牺牲自己的职业规划去挣快钱…包括后续的隐形职场歧视，这都会转化成丈夫的养家压力。这些才是大多数妻子担忧的事情，而不是所谓的性别对立', '视频里🈶说这个校长夫人没钱吗?我的朋友就是警嫂，还是特警那种，怀孕那时正好她老公还派到香港，几个月回不来，她是我见过孕吐最厉害的，连医生都替她担心，她自己还在外资公司工作，竞争很激烈，也不敢请假，她不想父母担心，没叫父母过来照顾，一个人撑着，她跟我说她就是坚持吐了又逼自己继续吃，一餐饭她要吐几次。后来，她的宝宝超级健康，8斤多。', '我见过一个极端例子，发现怀孕吐到生。我的朋友，警嫂，还是特警那种，怀孕那时正好她老公还派到香港，几个月回不来，她是我见过孕吐最厉害的，连医生都替她担心，她自己还在外资公司工作，竞争很激烈，也不敢请假，她不想父母担心，没叫父母过来照顾，一个人撑着，她跟我说她就是坚持吐了又逼自己继续吃，一餐饭她要吐几次。后来，她的宝宝超级健康，8斤多。']",replies
84,18,84_男的一直说经济压力大 后面有不顺心的事迁就到她身上很大可能_男的一直说经济压力大_首先_是的,"['男的一直说经济压力大 后面有不顺心的事迁就到她身上很大可能', '男的一直说经济压力大', '首先', '是的', '', '', '', '', '', '']","['她当然值得可怜…首先，现在离婚哪是那么容易的事，连男方出轨都不算正当理由，就连理由正当了还要熬过漫长的冷静期。况且她已经有一个孩子了，生孩子期间女性会失业，除非原生家庭经济条件很好，现在的她怎么有经济能力当单亲妈妈', '这种生下来大概率受家庭的恶意很大 男的一直说经济压力大 后面有不顺心的事迁就到她身上很大可能', '这种生下来大概率受家庭的恶意很大 男的一直说经济压力大 后面有不顺心的事迁就到她身上很大可能']",replies
85,18,85_一般来讲___,"['一般来讲', '', '', '', '', '', '', '', '', '']","['地雷女原生家庭有很大的问题，被哥哥墙报父母也不管，然后和网友见面被网友墙报，她心态扭曲要拆散幸福的人，所以才盯上老师这对。然后又被她哥强迫，反杀了哥哥，变成了逃犯，走到悬崖准备寻死，女老师拉住了摔下悬崖的她，让她珍惜生命回头是岸，俩人拥抱和解。最后女老师成功离婚和律师哥在一起了，男老师坐牢，地雷妹也进局子了。但是漫画第二季地雷妹她越狱了，然后改头换面开始当援交女做爸爸活。我真的裂开', '那就说明这个男人不适合有下一代，出家对他来说也是好事一件，还早点给老婆自由，不是排挤又不愿理离婚那种，我女生，还挺佩服他', '一般来讲，敢于婚外情的都敢于逼迫对方离婚，但是你看这个女孩从未逼迫过老师离婚就很怪。有了孩子然后对方让他打掉，她就乖乖打掉了。离婚还是老师哄骗他时自己说的。就好像这个老师不是她爱的人，而是她爹一般，让干啥干啥。所以我想，比起爱，她可能怕这个老师。她也许并非不想和老师一刀两断。现在她有没有和老师一刀两断都很难说。现在她心里应该很恨老师，但是让他去举报老师，她恐怕没这个胆量。']",replies
86,18,86_这个文章还有后续的 后续是结果三胎开放以后全国医院都不允许给男性做结扎_这个文章还有后续的_后续是结果三胎开放以后全国医院都不允许给男性做结扎_这个文章还有后续的 后续是结果三胎开放以后全国医院都不允许给男性做结扎 这个文章还有后续的,"['这个文章还有后续的 后续是结果三胎开放以后全国医院都不允许给男性做结扎', '这个文章还有后续的', '后续是结果三胎开放以后全国医院都不允许给男性做结扎', '这个文章还有后续的 后续是结果三胎开放以后全国医院都不允许给男性做结扎 这个文章还有后续的', '后续是结果三胎开放以后全国医院都不允许给男性做结扎 这个文章还有后续的 后续是结果三胎开放以后全国医院都不允许给男性做结扎', '后续是结果三胎开放以后全国医院都不允许给男性做结扎 这个文章还有后续的', '不是吧', '', '', '']","['这个文章还有后续的，后续是结果三胎开放以后全国医院都不允许给男性做结扎（…）', '这个文章还有后续的，后续是结果三胎开放以后全国医院都不允许给男性做结扎（…）', '这个文章还有后续的，后续是结果三胎开放以后全国医院都不允许给男性做结扎（…）']",replies
87,17,87_我觉得_呵呵__,"['我觉得', '呵呵', '', '', '', '', '', '', '', '']","['甚至有可能是她丈夫伙同医院做假报告，以此为由占有离婚主动权', '小时候听情感类的广播电台 不是编的 都是想咨询情感问题的人自己主动打电话到电台的 有个情感节目 然后就是有个男的婚内出轨 原配在这段时间里怀孕了 孕期发现这个当丈夫的男的出轨了也不愿意和外边人断 小三知三当三还“逼”男的离婚 孕妇气急了决定离婚 离了之后也没让那个男的，小三好过 在前夫和小三家门口拿黑色厚塑料袋各放了一袋堕胎刮宫的产物 把那两人吓得半死 呵呵 有些男的还真脆弱 在别人身上作恶不以为然，遭一点报应了就哇哇大叫', '我觉得，他丈夫看到这个数字以后，心里可能认为只是数字错了，但可能有过，也是正常的。 但直接表示相信医院给的数据，并对妻子提议重新做检查表示反对，我就不太能理解了。 除非就是想借题发挥离婚，否则我想不通为什么他要反对重新检查。']",replies
88,17,88_按照你的逻辑_情绪稳定的都是女屌丝 6啊 侮辱歧视女性还是你在行_情绪稳定的都是女屌丝 6啊_情绪稳定的都是女屌丝,"['按照你的逻辑', '情绪稳定的都是女屌丝 6啊 侮辱歧视女性还是你在行', '情绪稳定的都是女屌丝 6啊', '情绪稳定的都是女屌丝', '另外', '6啊', '好好好', '说真的', '其次', '还有']","['在只讲述女性的视频底下扯一句为什么不提男性，到底是谁在性别歧视？按照你的逻辑，建议全球肺癌研究协会更名为全部疾病研究协会，不然就是歧视哦', '我也是服了，能别装的只有男的被误解好吗？我寻思着女权这个词不也被你们这种男的污名化了吗。也别拿什么女权要特权来洗，现实生活中享受着工作特权，就业特权，舆论特权的从来都是男性。拿着那种极端女权，来对比男性正常化日常，不更说明男权盛行吗。其次，直男一词被污名化，也是同理极端女权那样，因为某些极端直男的恶心操作和言行。还有，被恶意全方面讽刺的女性只会更多，拒绝的彻底要被说给脸不要脸，拒绝的不彻底就是绿茶，逼着我们变弯？另外，变弯吧。真男人就是要干男人这不是你们男的经常说的吗奥利给', '好好好，情绪稳定的都是女屌丝，6啊，侮辱歧视女性还是你在行']",replies
89,17,89_房到位 双双领取离婚证 2015年9月_高磊鑫和薛之谦现在很幸福谢谢_高磊鑫亦履行诺言离婚 证明二人离婚的原因并不在于有没有李雨桐 那么在2012_高磊鑫亦履行诺言离婚 证明二人离婚的原因并不在于有没有李雨桐,"['房到位 双双领取离婚证 2015年9月', '高磊鑫和薛之谦现在很幸福谢谢', '高磊鑫亦履行诺言离婚 证明二人离婚的原因并不在于有没有李雨桐 那么在2012', '高磊鑫亦履行诺言离婚 证明二人离婚的原因并不在于有没有李雨桐', '高磊鑫亦履行诺言离婚', '用时间线的方式还原薛李风波始末 雪下得好深好深 就知道他被冤枉的多惨', '用时间线的方式还原薛李风波始末 雪下得好深好深', '用时间线的方式还原薛李风波始末', '撤热搜了 只要你看过时间线梳理那个视频 薛之谦', '撤热搜了 只要你看过时间线梳理那个视频']","['2012年薛之谦和高磊鑫已签协议离婚，并谈好了离婚价格，只待钱、房到位，双双领取离婚证（2015年9月，即便在已经与李雨桐分手的情形下，薛之谦依然履行诺言给钱，高磊鑫亦履行诺言离婚，证明二人离婚的原因并不在于有没有李雨桐），那么在2012~2015薛之谦筹钱离婚的三年甚至未来可能更久的时间里，薛之谦和高磊鑫是否绝不可以与他人有交往和有性生活？出轨是指某一方有所隐瞒欺骗做伤害对方的事，这才是道德上对出轨最不能容忍的地方不是吗?', '当年全程吃瓜，其实我就是希望李雨桐出来再“捶”一次。这样薛之谦的澄清就不至于像当年一样被全网锁词条，撤热搜了。只要你看过时间线梳理那个视频【薛之谦】用时间线的方式还原薛李风波始末，雪下得好深好深/就知道他被冤枉的多惨。另外，高磊鑫和薛之谦现在很幸福谢谢，虽然很低调但是都在暗暗发糖。反倒是李雨桐把小作文全都删了，又又和老公离婚了，老公退网前还直播说孩子不是自己的（我是永远的薛之谦自来水，当年我就站薛之谦，这瓜吃得太憋屈，所以有人来误导带节奏我必回，另外那个视频也是吃瓜人做的', '当年全程吃瓜，其实我就是希望李雨桐出来再“捶”一次。这样薛之谦的澄清就不至于像当年一样被全网锁词条，撤热搜了。只要你看过时间线梳理那个视频【薛之谦】用时间线的方式还原薛李风波始末，雪下得好深好深/就知道他被冤枉的多惨。另外，高磊鑫和薛之谦现在很幸福谢谢，虽然很低调但是都在暗暗发糖。反倒是李雨桐把小作文全都删了，又又和老公离婚了，老公退网前还直播说孩子不是自己的（我是永远的薛之谦自来水，当年我就站薛之谦，这瓜吃得太憋屈，所以有人来误导带节奏我必回，另外那个视频也是吃瓜人做的']",replies
90,17,90_不是一路人_没关系_离婚冷静期_大家都一样,"['不是一路人', '没关系', '离婚冷静期', '大家都一样', '笑死了', '不好意思', '是的', '', '', '']","['已经抬头了，离婚冷静期', '没关系，现在已经是了只要不结婚那就没有离婚冷静期', '幸好在括号里看到离婚冷静期中，不是一路人，早离早好']",replies
91,17,91_其实最致命的问题是 以公权力禁止或限制堕胎的话 那么那些有堕胎需求的女性就会去寻求找那些地下黑诊所来满足需求_其实最致命的问题是 以公权力禁止或限制堕胎的话_以公权力禁止或限制堕胎的话 那么那些有堕胎需求的女性就会去寻求找那些地下黑诊所来满足需求 而这会带来更大的安全隐患_其实最致命的问题是,"['其实最致命的问题是 以公权力禁止或限制堕胎的话 那么那些有堕胎需求的女性就会去寻求找那些地下黑诊所来满足需求', '其实最致命的问题是 以公权力禁止或限制堕胎的话', '以公权力禁止或限制堕胎的话 那么那些有堕胎需求的女性就会去寻求找那些地下黑诊所来满足需求 而这会带来更大的安全隐患', '其实最致命的问题是', '以公权力禁止或限制堕胎的话', '以公权力禁止或限制堕胎的话 那么那些有堕胎需求的女性就会去寻求找那些地下黑诊所来满足需求', '生殖器官永久受损失去生育能力 甚至死亡等等', '而这会带来更大的安全隐患', '生殖器官永久受损失去生育能力', '甚至死亡等等']","['其实最致命的问题是，以公权力禁止或限制堕胎的话，那么那些有堕胎需求的女性就会去寻求找那些地下黑诊所来满足需求，而这会带来更大的安全隐患。（比如大出血，生殖器官永久受损失去生育能力，甚至死亡等等）', '其实最致命的问题是，以公权力禁止或限制堕胎的话，那么那些有堕胎需求的女性就会去寻求找那些地下黑诊所来满足需求，而这会带来更大的安全隐患。（比如大出血，生殖器官永久受损失去生育能力，甚至死亡等等）', '其实最致命的问题是，以公权力禁止或限制堕胎的话，那么那些有堕胎需求的女性就会去寻求找那些地下黑诊所来满足需求，而这会带来更大的安全隐患。（比如大出血，生殖器官永久受损失去生育能力，甚至死亡等等）']",replies
92,16,92_是因为男朋友不想生绝育_你说的对_当然_,"['是因为男朋友不想生绝育', '你说的对', '当然', '', '', '', '', '', '', '']","['不知道生闺女有啥不好，我就想生个闺女，我女友也喜欢闺女（当然，如果生儿子也一样，没区别）那些人可能是太在乎传宗接代了，实际上传宗接代不应该是压倒自己的任务。', '你说的对，不过有相当一部分的年轻人，不是按照一个自主的意愿来判断生不生孩子的，就比如有一些人，她徘徊在一个可以生，但不怎么想生，或者可以生但生的意愿不强烈，这种人大众或者周围人的行动会对她的影响比较大，就是顺从主流的想法', '你以为都和你一样傻，是因为男朋友不想生绝育？']",replies
93,16,93_因为早期女性要避孕就是体内放环 直到今日还是依旧如此_因为早期女性要避孕就是体内放环 直到今日还是依旧如此 不过这几年开放生育才好点_直到今日还是依旧如此 不过这几年开放生育才好点_因为早期女性要避孕就是体内放环,"['因为早期女性要避孕就是体内放环 直到今日还是依旧如此', '因为早期女性要避孕就是体内放环 直到今日还是依旧如此 不过这几年开放生育才好点', '直到今日还是依旧如此 不过这几年开放生育才好点', '因为早期女性要避孕就是体内放环', '直到今日还是依旧如此', '不过这几年开放生育才好点', '不过这几年开放生育才好点 因为早期女性要避孕就是体内放环', '不过这几年开放生育才好点 因为早期女性要避孕就是体内放环 直到今日还是依旧如此', '直到今日还是依旧如此 不过这几年开放生育才好点 因为早期女性要避孕就是体内放环', '']","['因为早期女性要避孕就是体内放环，直到今日还是依旧如此，不过这几年开放生育才好点', '因为早期女性要避孕就是体内放环，直到今日还是依旧如此，不过这几年开放生育才好点', '因为早期女性要避孕就是体内放环，直到今日还是依旧如此，不过这几年开放生育才好点']",replies
94,16,94_生下来_意外怀孕_不是_,"['生下来', '意外怀孕', '不是', '', '', '', '', '', '', '']","['感觉是这个男的人品有问题，我姐姐的朋友原生家庭有问题，俩人是未婚先孕', '不是，几年前的事了。后来大儿媳带女儿回娘家准备离婚，大儿子带人去娘家吵架，害得大儿媳8个月胎儿流产。', '1.结婚后单方面不要娃，选择离婚。 2.跟一群弟弟玩，意外怀孕，男的不要跑路，自己年龄大了，生下来。 3.生养孩子过程中遇到困难，后悔了想找个“伴侣”，但是在相亲过程中，自嘲处在鄙视链底端。 4.后面有一个男的，在自己和弟弟恋爱过程中出现，起初没选这男的，生完孩子之后需要人帮忙，又选择了这男的。 这个女人也没做到你们想象的“独立自由，不需要男人”哦，她给自己一顿包装，最后承认还是“要找个伴侣”。视频里她都明显后悔了，大家都看出来了，你是看不见，还是文化程度低，看不懂哦？']",replies
95,16,95_无用 因为这属于民事纠纷_所以你也别太较真 现实生活中你真当法律维护普通人民_无用 因为这属于民事纠纷 于情于理夫妻在没离婚之前_现实生活中你真当法律维护普通人民 我也是用事实说话 夫妻之间寻找对方,"['无用 因为这属于民事纠纷', '所以你也别太较真 现实生活中你真当法律维护普通人民', '无用 因为这属于民事纠纷 于情于理夫妻在没离婚之前', '现实生活中你真当法律维护普通人民 我也是用事实说话 夫妻之间寻找对方', '现实生活中你真当法律维护普通人民 我也是用事实说话', '现实生活中你真当法律维护普通人民', '所以你也别太较真 现实生活中你真当法律维护普通人民 我也是用事实说话', '无用', '所以你也别太较真', '我也是用事实说话']","['这种情况下，可以用另外的法律来约束，比如骗婚，可以起诉离婚了。 咱们的律法还是健全的。', '所以你也别太较真，现实生活中你真当法律维护普通人民？我也是用事实说话，夫妻之间寻找对方，即使酒店提供了信息，对方告酒店100%无用，因为这属于民事纠纷，于情于理夫妻在没离婚之前，属于双方协商，在社会案例中也没见夫妻酒店寻找对方酒店赔偿的事，如果这样那酒店不是天天被套路赔偿！', '所以你也别太较真，现实生活中你真当法律维护普通人民？我也是用事实说话，夫妻之间寻找对方，即使酒店提供了信息，对方告酒店100%无用，因为这属于民事纠纷，于情于理夫妻在没离婚之前，属于双方协商，在社会案例中也没见夫妻酒店寻找对方酒店赔偿的事，如果这样那酒店不是天天被套路赔偿！']",replies
96,16,96_我不想生但我可以有性生活 意外怀孕我也不想要有问题吗_意外怀孕我也不想要有问题吗_我不想生但我可以有性生活_意外怀孕我也不想要有问题吗 我不想生但我可以有性生活 意外怀孕我也不想要有问题吗,"['我不想生但我可以有性生活 意外怀孕我也不想要有问题吗', '意外怀孕我也不想要有问题吗', '我不想生但我可以有性生活', '意外怀孕我也不想要有问题吗 我不想生但我可以有性生活 意外怀孕我也不想要有问题吗', '我不想生但我可以有性生活 意外怀孕我也不想要有问题吗 我不想生但我可以有性生活', '意外怀孕我也不想要有问题吗 我不想生但我可以有性生活', '我和老婆都有了小孩后 几次都是这样子', '我和老婆都有了小孩后', '用排卵试纸测了没有排卵', '用排卵试纸测了没有排卵 可以内射吗 我和老婆都有了小孩后']","['我不想生但我可以有性生活 意外怀孕我也不想要有问题吗', '我不想生但我可以有性生活 意外怀孕我也不想要有问题吗', '我不想生但我可以有性生活 意外怀孕我也不想要有问题吗']",replies
97,15,97_原来如此___,"['原来如此', '', '', '', '', '', '', '', '', '']","['没离婚也是丧偶式家庭', '不知道离婚协议?', '原来如此，这个协议感觉就像是为离婚准备的。']",replies
98,15,98_我也不想生 怕疼_我也不想生 怕疼 只想以后养好多好多的猫咪陪着我_怕疼 只想以后养好多好多的猫咪陪着我_怕疼,"['我也不想生 怕疼', '我也不想生 怕疼 只想以后养好多好多的猫咪陪着我', '怕疼 只想以后养好多好多的猫咪陪着我', '怕疼', '只想以后养好多好多的猫咪陪着我', '我也不想生', '只想以后养好多好多的猫咪陪着我 我也不想生', '只想以后养好多好多的猫咪陪着我 我也不想生 怕疼', '怕疼 只想以后养好多好多的猫咪陪着我 我也不想生', '']","['我也不想生 怕疼 只想以后养好多好多的猫咪陪着我', '我也不想生 怕疼 只想以后养好多好多的猫咪陪着我', '我也不想生 怕疼 只想以后养好多好多的猫咪陪着我']",replies
99,15,99_不想生的被强迫生下来的当然不会爱_不想生的被强迫生下来的当然不会爱 不想生的被强迫生下来的当然不会爱_不想生的被强迫生下来的当然不会爱 不想生的被强迫生下来的当然不会爱 不想生的被强迫生下来的当然不会爱_宝宝生命力真顽强,"['不想生的被强迫生下来的当然不会爱', '不想生的被强迫生下来的当然不会爱 不想生的被强迫生下来的当然不会爱', '不想生的被强迫生下来的当然不会爱 不想生的被强迫生下来的当然不会爱 不想生的被强迫生下来的当然不会爱', '宝宝生命力真顽强', '现在也快被离婚了', '我想要都没', '我想要都没 现在也快被离婚了', '我想要都没 现在也快被离婚了 宝宝生命力真顽强', '祝福你 我想要都没', '祝福你 我想要都没 现在也快被离婚了']","['祝福你，我想要都没，现在也快被离婚了，宝宝生命力真顽强', '祝福你，我想要都没，现在也快被离婚了，宝宝生命力真顽强', '祝福你，我想要都没，现在也快被离婚了，宝宝生命力真顽强']",replies
100,15,100_想一想_毕竟自己女朋友_没错_确实,"['想一想', '毕竟自己女朋友', '没错', '确实', '', '', '', '', '', '']","['没错 让女性知道一些事实并不会打消所有女性的生育意愿 因为不想生孩子有很多原因 想生孩子的可以做更万全的准备就更好了', '我好像跟你说多了。“毕竟自己女朋友/老婆给人怀过孕都会感到难受”——这句有多少毛病你知道吗？1、什么叫给人怀过孕？女性独享生育权，不是给人怀孕！不是给人当子宫容器！2、这么难受可以趋势', '都是个人的选择和自由，人家就是不想生孩子，也不想忍受月经的相关困扰，选择子宫切除也是可以的。 想一想，一个35岁的大婚女青年没有男朋友，自己也洁身自好，但每个月都要忍受痛经的困扰。有几次还痛到休克，被送进医院。 那么她选择子宫切除也是一个对自己好一点的选择。']",replies
101,15,101_看个人选择自由 提倡婚前是不想让婚前的被歧视吧_看个人选择自由_提倡婚前是不想让婚前的被歧视吧_提倡婚前是不想让婚前的被歧视吧 看个人选择自由,"['看个人选择自由 提倡婚前是不想让婚前的被歧视吧', '看个人选择自由', '提倡婚前是不想让婚前的被歧视吧', '提倡婚前是不想让婚前的被歧视吧 看个人选择自由', '提倡婚前是不想让婚前的被歧视吧 看个人选择自由 提倡婚前是不想让婚前的被歧视吧', '看个人选择自由 提倡婚前是不想让婚前的被歧视吧 看个人选择自由', '', '', '', '']","['看个人选择自由，提倡婚前是不想让婚前的被歧视吧', '看个人选择自由，提倡婚前是不想让婚前的被歧视吧', '看个人选择自由，提倡婚前是不想让婚前的被歧视吧']",replies
102,15,102_笑死___,"['笑死', '', '', '', '', '', '', '', '', '']","['我刚看了完整版，感觉男的也还好啊，他一开始就觉得自己没有生育能力', '？？？不婚前？？那男的是阳痿怎么办？', '笑死，没有生育能力的男的怎么也想不到居然有性别不结婚就能生孩子，因为你没有子宫啊']",replies
